code,tradeStatus,code_name,is_etf,is_index,ipoDate,outDate,type,status
sh.513980,1,景顺长城中证港股通科技ETF,True,False,2021-07-02,,5,1
sh.513990,1,招商上证港股通ETF,True,False,2020-08-18,,5,1
sh.515000,1,华宝中证科技龙头ETF,True,False,2019-08-16,,5,1
sh.515010,1,华夏中证全指证券公司ETF,True,False,2019-11-07,,5,1
sh.515020,1,华夏中证银行ETF,True,False,2019-12-03,,5,1
sh.515030,1,华夏中证新能源汽车ETF,True,False,2020-03-04,,5,1
sh.515050,1,华夏中证5G通信主题ETF,True,False,2019-10-16,,5,1
sh.515060,1,华夏中证全指房地产ETF,True,False,2020-01-03,,5,1
sh.515070,1,华夏中证人工智能主题ETF,True,False,2019-12-24,,5,1
sh.515080,1,招商中证红利ETF,True,False,2019-12-27,,5,1
sh.515090,1,博时可持续发展100ETF,True,False,2020-02-20,,5,1
sh.515100,1,景顺长城中证红利低波动100ETF,True,False,2020-07-03,,5,1
sh.515110,1,易方达中证国企一带一路ETF,True,False,2020-01-15,,5,1
sh.515120,1,广发中证创新药产业ETF,True,False,2021-01-04,,5,1
sh.515130,1,博时沪深300ETF,True,False,2020-05-11,,5,1
sh.515150,1,富国中证国企一带一路ETF,True,False,2020-01-15,,5,1
sh.515160,1,招商MSCI中国A股国际通ETF,True,False,2020-03-02,,5,1
sh.515170,1,华夏中证细分食品饮料产业主题ETF,True,False,2021-01-13,,5,1
sh.515180,1,易方达中证红利ETF,True,False,2019-12-20,,5,1
sh.515190,1,中银证券中证500ETF,True,False,2020-05-27,,5,1
sh.515200,1,申万菱信中证研发创新100ETF,True,False,2019-11-15,,5,1
sh.515210,1,国泰中证钢铁ETF,True,False,2020-03-02,,5,1
sh.515220,1,国泰中证煤炭ETF,True,False,2020-03-02,,5,1
sh.515230,1,国泰中证全指软件ETF,True,False,2021-03-02,,5,1
sh.515250,1,富国中证智能汽车主题ETF,True,False,2021-01-08,,5,1
sh.515260,1,华宝中证电子50ETF,True,False,2020-07-31,,5,1
sh.515290,1,天弘中证银行ETF,True,False,2020-12-28,,5,1
sh.515300,1,嘉实沪深300红利低波动ETF,True,False,2019-09-19,,5,1
sh.515310,1,添富沪深300ETF,True,False,2019-12-25,,5,1
sh.515320,1,华安中证电子50ETF,True,False,2021-01-08,,5,1
sh.515330,1,天弘沪深300ETF,True,False,2019-12-26,,5,1
sh.515350,1,民生加银沪深300ETF,True,False,2020-02-07,,5,1
sh.515360,1,方正富邦沪深300ETF,True,False,2019-11-01,,5,1
sh.515370,1,华夏中证光伏产业ETF,True,False,2025-11-18,,5,1
sh.515380,1,泰康沪深300ETF,True,False,2020-03-23,,5,1
sh.515390,1,华安沪深300ETF,True,False,2020-01-10,,5,1
sh.515400,1,富国中证大数据产业ETF,True,False,2021-01-20,,5,1
sh.515450,1,南方标普中国A股大盘红利低波50ETF,True,False,2020-02-26,,5,1
sh.515460,1,南方中证全指红利质量ETF,True,False,2026-03-16,,5,1
sh.515530,1,泰康中证500ETF,True,False,2020-11-09,,5,1
sh.515550,1,国联中证500ETF,True,False,2019-12-25,,5,1
sh.515560,1,建信中证全指证券公司ETF,True,False,2020-07-20,,5,1
sh.515580,1,华泰柏瑞中证科技100ETF,True,False,2019-10-28,,5,1
sh.515590,1,前海开源中证500等权ETF,True,False,2020-01-20,,5,1
sh.515600,1,广发中证央企创新驱动ETF,True,False,2019-12-18,,5,1
sh.515630,1,鹏华中证800证保ETF,True,False,2020-04-03,,5,1
sh.515640,1,华夏中证全指家用电器ETF,True,False,2026-04-24,,5,1
sh.515650,1,富国中证消费50ETF,True,False,2019-11-11,,5,1
sh.515660,1,国联安沪深300ETF,True,False,2019-12-24,,5,1
sh.515680,1,嘉实央企创新驱动ETF,True,False,2019-12-18,,5,1
sh.515700,1,平安中证新能源汽车产业ETF,True,False,2020-02-10,,5,1
sh.515710,1,华宝中证细分食品饮料产业主题ETF,True,False,2021-01-07,,5,1
sh.515720,1,富国中证金融科技主题ETF,True,False,2025-10-09,,5,1
