timestamp,current,high,open,low,close,chg,percent,amount,volume,avg,date
2025-08-04,8343.5316,8347.2986,8199.6903,8199.6903,8343.5316,90.5152,1.10%,742.15,1725.93,,2025-08-04
2025-08-05,8392.0261,8417.2951,8401.5689,8298.41,8392.0261,48.4945,0.58%,781.72,1695.57,,2025-08-05
2025-08-06,8485.6939,8485.6939,8356.8118,8346.6048,8485.6939,93.6678,1.12%,818.29,1814.04,,2025-08-06
2025-08-07,8472.8353,8538.8707,8492.7455,8361.6331,8472.8353,-12.8586,-0.15%,1001.66,2428.84,,2025-08-07
2025-08-08,8398.6255,8487.9902,8424.5971,8395.0633,8398.6255,-74.2098,-0.88%,686.32,2108.27,,2025-08-08
2025-08-11,8522.1291,8556.3808,8420.6308,8420.6308,8522.1291,123.5036,1.47%,767.5,2391.03,,2025-08-11
2025-08-12,8543.5769,8545.2908,8509.2534,8421.0364,8543.5769,21.4478,0.25%,832.64,2296.67,,2025-08-12
2025-08-13,8742.2692,8742.2692,8555.6469,8547.9162,8742.2692,198.6923,2.33%,1004.2,2618.23,,2025-08-13
2025-08-14,8588.4296,8729.7362,8725.7051,8570.7875,8588.4296,-153.8396,-1.76%,1011.32,2742.38,,2025-08-14
2025-08-15,8873.8847,8875.5142,8549.2506,8549.2506,8873.8847,285.4551,3.32%,1034.14,2830.2,,2025-08-15
2025-08-18,9256.2018,9346.9183,8984.5477,8869.5333,9256.2018,382.3171,4.31%,1383.83,3585.41,,2025-08-18
2025-08-19,9299.8019,9422.4093,9268.7876,9248.7365,9299.8019,43.6001,0.47%,1355.92,3406.47,,2025-08-19
2025-08-20,9421.4217,9422.522,9225.6445,9156.5322,9421.4217,121.6198,1.31%,1178.98,2880.09,,2025-08-20
2025-08-21,9307.6029,9491.4555,9429.4511,9258.2251,9307.6029,-113.8188,-1.21%,1162.36,2796.29,,2025-08-21
2025-08-22,9739.5844,9739.5844,9314.6578,9314.6578,9739.5844,431.9815,4.64%,1354.33,3048.66,,2025-08-22
2025-08-25,10115.7377,10172.6453,9871.3982,9846.7359,10115.7377,376.1533,3.86%,1656.78,3665.89,,2025-08-25
2025-08-26,10056.413,10151.9234,10054.6146,9978.901,10056.413,-59.3247,-0.59%,1347.48,2988.32,,2025-08-26
2025-08-27,10212.427,10526.0304,10088.6911,10058.1413,10212.427,156.014,1.55%,1804.14,3701.6,,2025-08-27
2025-08-28,10641.528,10641.528,10138.4076,10138.4076,10641.528,429.101,4.20%,1815.73,3561.6,,2025-08-28
2025-08-29,10668.0735,10702.1913,10618.3655,10495.4168,10668.0735,26.5455,0.25%,1700.46,3282.96,,2025-08-29
2025-09-01,10751.6949,10798.5329,10750.5893,10484.2135,10751.6949,83.6214,0.78%,1598.45,3020.53,,2025-09-01
2025-09-02,10211.2832,10741.9449,10718.7126,10138.4737,10211.2832,-540.4117,-5.03%,1662.91,3006.84,,2025-09-02
2025-09-03,10128.7429,10338.5424,10218.888,10063.9979,10128.7429,-82.5403,-0.81%,1283.61,2452.9,,2025-09-03
